equity,depression,health,class,weight_jin,family_status,class_10_after,inc_exp,floor_area,inc_ability,family_m,family_income,public_service_7,birth,social_neighbor,neighbor_familiarity,view,public_service_6,public_service_3,leisure_8,income,height_cm,public_service_4,house,relax,media_3,leisure_9,public_service_1,status_3_before,public_service_2,s_income,class_14,edu,media_4,f_work_14,public_service_9,status_peer,public_service_8,class_10_before,trust_2,public_service_5,trust_1,gender,s_edu,leisure_1,m_birth,leisure_6,social_friend,marital,socialize,trust_9,trust_5,m_work_14,trust_6,trust_13,nationality
4,3,3.0,4,55,3.0,3.0,100000.0,87.0,2.0,4.0,150000.0,80.0,30,3.0,2.0,3.0,85.0,80.0,4.0,24000.0,165,85.0,2.0,3.0,4.0,4.0,85.0,1.0,85.0,120000.0,3.0,4.0,3.0,2.0,85.0,2.0,80.0,4.0,3.0,80.0,3.0,2,4.0,2.0,1955.0,4.0,3.0,3,3.0,2.0,4.0,2.0,3.0,1.0,1.0
2,5,5.0,5,130,3.0,5.0,2000.0,80.0,2.0,2.0,20000.0,80.0,60,2.0,4.0,4.0,80.0,80.0,5.0,20000.0,170,90.0,1.0,3.0,1.0,2.0,80.0,1.0,80.0,26000.0,3.0,6.0,5.0,9.0,80.0,2.0,70.0,3.0,4.0,0.0,4.0,1,10.0,1.0,1929.0,5.0,3.0,3,2.0,3.0,4.0,15.0,4.0,1.0,1.0
4,3,3.0,4,120,1.0,4.0,900000.0,25.0,2.0,4.0,30000.0,60.0,40,3.0,3.0,3.0,60.0,70.0,4.0,0.0,160,60.0,1.0,4.0,1.0,4.0,80.0,2.0,70.0,30000.0,1.0,3.0,3.0,5.0,70.0,2.0,70.0,1.0,3.0,60.0,3.0,2,3.0,3.0,1943.0,4.0,3.0,3,3.0,2.0,3.0,5.0,3.0,1.0,1.0
4,4,4.0,3,120,3.0,3.0,10000.0,60.0,2.0,4.0,30000.0,70.0,60,5.0,3.0,4.0,80.0,70.0,5.0,0.0,166,70.0,1.0,4.0,3.0,3.0,80.0,2.0,80.0,31069.0,3.0,3.0,5.0,2.0,80.0,2.0,80.0,3.0,5.0,70.0,5.0,2,5.0,1.0,1944.0,4.0,5.0,7,3.0,4.0,5.0,2.0,4.0,2.0,1.0
4,4,4.0,6,130,3.0,4.0,268194.0,86.0,3.0,3.0,30000.0,79.0,60,4.0,3.0,3.0,88.0,83.0,3.0,0.0,168,65.0,1.0,3.0,3.0,4.0,66.0,2.0,75.0,4000.0,5.0,3.0,4.0,2.0,80.0,2.0,90.0,5.0,3.0,77.0,4.0,1,1.0,4.0,1944.0,4.0,4.0,3,3.0,3.0,4.0,2.0,3.0,2.0,1.0
1,3,4.0,5,110,2.0,7.0,36000.0,40.0,3.0,3.0,20000.0,15.0,30,5.0,2.0,3.0,10.0,2.0,3.0,15000.0,162,10.0,0.0,4.0,1.0,5.0,30.0,1.0,40.0,0.0,1.0,7.0,1.0,2.0,8.0,3.0,20.0,5.0,3.0,4.0,4.0,1,8.0,5.0,1941.0,4.0,5.0,3,2.0,2.0,4.0,2.0,3.0,2.0,1.0
3,4,4.0,5,102,4.0,7.0,200000.0,500.0,2.0,3.0,100000.0,70.0,40,2.0,4.0,4.0,80.0,66.0,5.0,20000.0,160,70.0,2.0,4.0,1.0,2.0,90.0,1.0,90.0,80000.0,4.0,4.0,4.0,9.0,60.0,2.0,50.0,5.0,2.0,66.0,4.0,2,5.0,1.0,1951.0,2.0,2.0,3,5.0,4.0,4.0,2.0,4.0,1.0,1.0
4,4,3.0,5,110,3.0,5.0,30000.0,120.0,3.0,3.0,15000.0,70.0,70,1.0,5.0,4.0,70.0,70.0,5.0,7000.0,157,80.0,1.0,4.0,3.0,3.0,80.0,2.0,80.0,7000.0,2.0,4.0,5.0,2.0,70.0,2.0,70.0,4.0,4.0,70.0,5.0,2,3.0,1.0,1923.0,2.0,1.0,3,4.0,3.0,5.0,2.0,3.0,3.0,1.0
3,3,4.0,5,102,3.0,3.0,20000.0,200.0,3.0,5.0,30000.0,65.0,40,1.0,5.0,4.0,60.0,80.0,4.0,5000.0,160,60.0,1.0,4.0,1.0,4.0,90.0,2.0,70.0,7000.0,2.0,4.0,5.0,2.0,65.0,2.0,60.0,5.0,4.0,60.0,5.0,2,4.0,1.0,1944.0,4.0,1.0,3,5.0,3.0,5.0,2.0,4.0,3.0,8.0
2,4,5.0,3,140,1.0,8.0,80000.0,60.0,2.0,2.0,75000.0,70.0,30,6.0,4.0,3.0,50.0,70.0,5.0,75000.0,170,70.0,1.0,1.0,1.0,3.0,60.0,1.0,70.0,31069.0,1.0,4.0,5.0,5.0,70.0,2.0,80.0,2.0,5.0,50.0,4.0,1,5.0,1.0,1957.0,4.0,6.0,1,4.0,1.0,4.0,15.0,4.0,1.0,3.0
1,4,4.0,4,115,2.0,8.0,60000.0,40.0,3.0,2.0,74276.0,50.0,30,3.0,3.0,4.0,50.0,50.0,2.0,24000.0,158,60.0,0.0,2.0,2.0,3.0,70.0,3.0,50.0,31069.0,9.0,10.0,2.0,1.0,60.0,3.0,60.0,10.0,2.0,50.0,2.0,2,6.0,3.0,1965.0,4.0,3.0,3,2.0,3.0,4.0,1.0,3.0,3.0,1.0
4,5,3.0,4,146,2.0,5.0,100000.0,70.0,4.0,2.0,30000.0,90.0,40,3.0,5.0,5.0,80.0,90.0,2.0,20000.0,160,90.0,1.0,4.0,2.0,1.0,100.0,2.0,90.0,10000.0,1.0,4.0,5.0,16.0,80.0,3.0,90.0,2.0,4.0,60.0,5.0,1,4.0,2.0,1930.0,4.0,3.0,3,3.0,4.0,5.0,15.0,5.0,3.0,1.0
3,3,4.0,6,130,4.0,7.0,100000.0,200.0,2.0,3.0,150000.0,70.0,30,7.0,5.0,4.0,70.0,50.0,3.0,70000.0,158,50.0,2.0,4.0,2.0,5.0,40.0,1.0,60.0,80000.0,1.0,11.0,2.0,3.0,50.0,2.0,50.0,3.0,4.0,60.0,4.0,2,11.0,5.0,1936.0,3.0,5.0,3,2.0,3.0,5.0,2.0,5.0,3.0,1.0
2,4,3.0,6,147,3.0,6.0,30000.0,72.0,2.0,2.0,25000.0,70.0,60,2.0,5.0,4.0,50.0,60.0,4.0,5000.0,170,60.0,1.0,4.0,1.0,5.0,50.0,2.0,50.0,15000.0,5.0,3.0,4.0,2.0,60.0,2.0,60.0,5.0,4.0,60.0,4.0,1,4.0,1.0,1920.0,3.0,2.0,3,3.0,2.0,4.0,15.0,3.0,2.0,1.0
4,5,4.0,6,148,3.0,5.0,100000.0,100.0,2.0,2.0,120000.0,85.0,70,5.0,3.0,4.0,80.0,70.0,3.0,60000.0,180,85.0,2.0,4.0,2.0,3.0,80.0,2.0,80.0,60000.0,3.0,13.0,4.0,5.0,85.0,2.0,75.0,7.0,4.0,85.0,4.0,1,12.0,1.0,1912.0,3.0,3.0,3,3.0,3.0,4.0,5.0,4.0,3.0,1.0
4,3,2.0,5,105,2.0,5.0,20000.0,150.0,3.0,3.0,50000.0,70.0,70,2.0,4.0,3.0,80.0,80.0,5.0,0.0,155,70.0,1.0,2.0,5.0,5.0,60.0,3.0,70.0,31069.0,3.0,1.0,1.0,2.0,70.0,2.0,80.0,4.0,3.0,70.0,4.0,2,5.0,4.0,1944.0,5.0,2.0,7,3.0,3.0,4.0,2.0,3.0,2.0,1.0
4,4,4.0,6,140,3.0,6.0,200000.0,62.0,2.0,3.0,200000.0,60.0,40,3.0,3.0,3.0,60.0,60.0,1.0,150000.0,170,60.0,1.0,5.0,2.0,2.0,60.0,2.0,60.0,50000.0,5.0,13.0,3.0,13.0,60.0,2.0,60.0,6.0,3.0,60.0,3.0,1,13.0,1.0,1950.0,4.0,3.0,3,4.0,4.0,4.0,2.0,4.0,3.0,3.0
4,3,3.0,5,92,3.0,7.0,5000.0,120.0,2.0,2.0,40000.0,80.0,70,1.0,5.0,4.0,70.0,70.0,5.0,400.0,160,60.0,2.0,4.0,1.0,5.0,60.0,1.0,70.0,31069.0,1.0,1.0,5.0,3.0,80.0,2.0,80.0,3.0,5.0,60.0,5.0,2,5.0,1.0,1944.0,5.0,1.0,7,4.0,2.0,4.0,2.0,4.0,2.0,1.0
3,3,2.0,5,140,3.0,3.0,24000.0,30.0,2.0,3.0,10800.0,60.0,60,2.0,4.0,4.0,70.0,80.0,5.0,10800.0,155,80.0,2.0,5.0,2.0,5.0,80.0,2.0,60.0,2000.0,3.0,3.0,5.0,2.0,70.0,3.0,80.0,3.0,4.0,80.0,4.0,2,2.0,1.0,1944.0,5.0,2.0,3,2.0,3.0,4.0,2.0,4.0,2.0,1.0
3,3,2.0,5,150,2.0,6.0,30000.0,120.0,2.0,4.0,10000.0,95.0,40,2.0,5.0,4.0,50.0,60.0,4.0,0.0,155,60.0,1.0,4.0,2.0,5.0,80.0,2.0,90.0,10000.0,4.0,4.0,5.0,3.0,30.0,3.0,50.0,4.0,3.0,60.0,3.0,2,4.0,1.0,1942.0,3.0,2.0,3,3.0,3.0,5.0,2.0,4.0,1.0,4.0
2,3,3.0,3,100,2.0,3.8777036048064084,65000.0,300.0,2.0,3.0,10000.0,80.0,30,3.0,4.0,4.0,60.0,50.0,5.0,2500.0,155,0.0,1.0,3.0,1.0,5.0,50.0,2.0,60.0,7500.0,1.0,4.0,4.0,2.0,0.0,3.0,69.0,1.0,3.0,70.0,4.0,2,3.0,1.0,1961.0,4.0,5.0,3,3.0,2.0,4.0,2.0,4.0,1.0,1.0
5,3,2.0,4,115,2.0,7.0,100000.0,60.0,2.0,1.0,150000.0,60.0,20,5.0,2.0,3.0,50.0,60.0,3.0,100000.0,157,60.0,1.0,4.0,2.0,3.0,60.0,2.0,60.0,31069.0,5.0,7.0,2.0,2.0,80.0,2.0,60.0,5.0,3.0,60.0,3.0,2,5.0,3.0,1970.0,3.0,5.0,1,2.0,3.0,4.0,2.0,4.0,1.0,6.0
4,2,3.0,4,115,3.0,5.0,50000.0,348.0,2.0,6.0,74276.0,59.0,20,5.0,5.0,3.0,76.0,70.0,5.0,12000.0,170,67.0,2.0,2.0,2.0,5.0,70.0,1.0,70.0,31069.0,3.0,4.0,2.0,4.0,65.0,2.0,67.0,3.0,3.0,87.0,3.0,1,4.0,2.0,1966.0,4.0,2.0,3,3.0,4.0,4.0,9.0,3.0,1.0,1.0
2,5,4.0,5,95,2.0,7.0,50000.0,53.0,3.0,4.0,60000.0,50.0,30,7.0,3.0,4.0,40.0,50.0,2.0,24000.0,153,50.0,1.0,5.0,1.0,1.0,60.0,2.0,30.0,36000.0,6.0,10.0,3.0,1.0,50.0,3.0,60.0,5.0,3.0,40.0,4.0,2,10.0,3.0,1955.0,4.0,3.0,3,2.0,3.0,4.0,15.0,4.0,1.0,1.0
1,3,3.0,4,130,2.0,4.0,40000.0,55.0,2.0,3.0,40000.0,60.0,50,6.0,4.0,4.0,50.0,40.0,4.0,21000.0,160,50.0,1.0,3.0,2.0,2.0,50.0,2.0,65.0,19000.0,5.0,4.0,5.0,1.0,50.0,2.0,50.0,2.0,2.0,50.0,2.0,2,4.0,2.0,1936.0,4.0,5.0,3,2.0,3.0,4.0,1.0,4.0,3.0,1.0
3,5,5.0,5,160,3.0,8.0,100000.0,50.0,2.0,4.0,40000.0,80.0,30,5.0,5.0,4.0,80.0,80.0,5.0,40000.0,175,80.0,1.0,2.0,1.0,5.0,80.0,1.0,80.0,0.0,3.0,4.0,5.0,2.0,80.0,2.0,80.0,3.0,3.0,80.0,4.0,1,4.0,1.0,1957.0,5.0,5.0,3,2.0,4.0,4.0,2.0,3.0,2.0,1.0
4,4,3.0,2,140,2.0,7.0,30000.0,120.0,3.0,2.0,20000.0,50.0,50,5.0,5.0,5.0,90.0,50.0,5.0,2000.0,160,30.0,2.0,3.0,1.0,5.0,90.0,1.0,60.0,1000.0,5.0,3.0,4.0,2.0,60.0,3.0,50.0,2.0,3.0,80.0,3.0,1,3.0,1.0,1938.0,4.0,5.0,3,2.0,3.0,2.0,2.0,2.0,1.0,1.0
2,4,5.0,6,140,3.0,7.0,100000.0,95.0,2.0,2.0,60000.0,75.0,20,2.0,2.0,4.0,55.0,99.0,2.0,30000.0,175,70.0,1.0,3.0,1.0,2.0,82.0,2.0,85.0,30000.0,3.0,12.0,4.0,1.0,90.0,2.0,86.0,4.0,3.0,50.0,2.0,1,12.0,1.0,1960.0,3.0,3.0,3,3.0,3.0,3.0,1.0,2.0,2.0,1.0
1,3,5.0,5,150,3.0,6.0,100000.0,120.0,2.0,2.0,35000.0,5.0,40,3.0,5.0,5.0,5.0,10.0,5.0,15000.0,167,10.0,1.0,4.0,1.0,5.0,25.0,1.0,25.0,20000.0,5.0,3.0,5.0,2.0,0.0,2.0,5.0,4.0,5.0,5.0,5.0,2,4.0,1.0,1949.0,5.0,4.0,3,1.0,3.0,4.0,2.0,4.0,4.0,1.0
2,3,3.0,1,65,2.0,2.0,30000.0,54.0,2.0,2.0,30000.0,60.0,60,3.0,5.0,4.0,60.0,60.0,4.0,25000.0,170,60.0,0.0,3.0,3.0,3.0,60.0,1.0,50.0,5000.0,1.0,4.0,3.0,2.0,60.0,3.0,60.0,1.0,3.0,60.0,4.0,1,4.0,2.0,1944.0,4.0,3.0,3,3.0,3.0,4.0,2.0,3.0,2.0,1.0
2,4,3.0,7,100,4.0,8.0,72000.0,180.0,4.0,1.0,60000.0,55.0,40,6.0,5.0,2.0,55.0,66.0,2.0,30000.0,161,55.0,3.0,3.0,2.0,3.0,60.0,2.0,55.0,30000.0,7.0,10.0,4.0,4.0,60.0,2.0,55.0,6.0,4.0,55.0,4.0,1,5.0,3.0,1944.0,4.0,6.0,3,3.0,4.0,3.0,4.0,3.0,3.0,1.0
2,3,3.0,5,140,3.0,5.0,60000.0,100.0,3.0,2.0,74276.0,69.0,60,1.0,5.0,3.0,60.0,50.0,1.0,40000.0,181,60.0,1.0,4.0,3.0,1.0,60.0,2.0,60.0,40000.0,5.0,4.0,2.0,1.0,70.0,2.0,70.0,5.0,4.0,60.0,5.0,1,4.0,1.0,1944.0,4.0,2.0,4,4.0,2.0,4.0,1.0,4.0,2.0,1.0
2,3,4.0,3,150,3.0,7.0,200000.0,50.0,3.0,2.0,100000.0,50.0,30,7.0,2.0,3.0,50.0,30.0,3.0,50000.0,178,60.0,0.0,3.0,3.0,4.0,60.0,2.0,50.0,50000.0,1.0,10.0,4.0,2.0,60.0,2.0,60.0,2.0,3.0,70.0,3.0,1,11.0,2.0,1944.0,4.0,3.0,3,3.0,3.0,4.0,2.0,4.0,2.0,1.0
4,3,5.0,8,110,4.0,9.0,1000000.0,150.0,2.0,5.0,100000.0,80.0,40,1.0,5.0,2.0,80.0,80.0,5.0,0.0,160,80.0,2.0,4.0,1.0,2.0,80.0,1.0,80.0,100000.0,2.0,3.0,5.0,16.0,80.0,2.0,80.0,7.0,5.0,80.0,5.0,2,4.0,1.0,1944.0,3.0,1.0,3,3.0,5.0,5.0,3.0,5.0,2.0,1.0
2,4,4.0,5,100,2.0,6.0,268194.0,80.0,2.0,4.0,20000.0,96.0,20,2.0,4.0,4.0,90.0,90.0,1.0,35405.0,168,95.0,1.0,4.0,2.0,1.0,100.0,2.0,98.0,31069.0,5.0,12.0,4.0,2.0,90.0,3.0,95.0,4.0,4.0,95.0,5.0,2,5.0,1.0,1968.0,4.0,3.0,1,4.0,3.0,5.0,2.0,5.0,3.0,1.0
4,5,5.0,6,140,3.0,6.0,80000.0,90.0,2.0,3.0,150000.0,80.0,40,5.0,3.0,3.0,80.0,80.0,4.0,60000.0,174,80.0,1.0,2.0,1.0,2.0,80.0,1.0,80.0,50000.0,6.0,4.0,5.0,1.0,80.0,2.0,80.0,6.0,4.0,80.0,4.0,2,4.0,1.0,1941.0,4.0,3.0,3,2.0,4.0,5.0,15.0,3.0,3.0,1.0
2,5,4.0,5,96,3.0,6.0,100000.0,60.0,2.0,3.0,150000.0,69.0,30,4.0,3.0,3.0,80.0,50.0,2.0,50000.0,160,30.0,1.0,3.0,3.0,1.0,70.0,2.0,60.0,100000.0,5.0,6.0,5.0,1.0,70.0,2.0,70.0,5.0,3.0,60.0,4.0,2,6.0,1.0,1954.0,3.0,2.0,3,3.0,3.0,5.0,9.0,5.0,1.0,1.0
4,3,5.0,3,106,3.0,5.0,70000.0,35.0,2.0,4.0,30000.0,80.0,20,2.0,4.0,3.0,90.0,50.0,1.0,0.0,165,60.0,1.0,4.0,1.0,1.0,90.0,2.0,80.0,31069.0,3.0,6.0,3.0,1.0,80.0,2.0,40.0,1.0,5.0,40.0,4.0,2,5.0,1.0,1958.0,2.0,2.0,1,4.0,3.0,5.0,2.0,4.0,2.0,1.0
2,5,4.0,5,120,3.0,5.0,268194.0,300.0,2.0,7.0,60000.0,60.0,20,2.0,5.0,3.0,60.0,60.0,5.0,30000.0,170,60.0,1.0,5.0,1.0,5.0,60.0,2.0,60.0,31069.0,4.0,4.0,5.0,2.0,60.0,3.0,60.0,4.0,4.0,60.0,4.0,1,5.0,1.0,1965.0,3.0,6.0,1,4.0,3.0,4.0,2.0,4.0,2.0,1.0
2,4,4.0,5,105,3.0,5.0,5000.0,200.0,2.0,2.0,98000.0,80.0,70,1.0,4.0,4.0,80.0,66.0,5.0,5760.0,160,69.0,1.0,4.0,1.0,4.0,73.0,2.0,80.0,4000.0,2.0,3.0,5.0,16.0,80.0,2.0,70.0,4.0,5.0,66.0,5.0,2,3.0,1.0,1944.0,4.0,6.0,3,5.0,3.0,5.0,16.0,4.0,4.0,1.0
4,4,5.0,4,110,2.0,6.0,5000.0,200.0,2.0,5.0,20000.0,60.0,60,3.0,4.0,3.0,70.0,60.0,2.0,0.0,169,70.0,1.0,4.0,1.0,1.0,80.0,1.0,80.0,0.0,2.0,1.0,2.0,2.0,70.0,3.0,70.0,3.0,4.0,70.0,4.0,1,1.0,3.0,1944.0,1.0,7.0,3,2.0,4.0,4.0,2.0,3.0,1.0,8.0
2,5,3.0,6,154,3.0,7.0,50000.0,196.0,3.0,3.0,70000.0,60.0,40,3.0,4.0,3.0,80.0,60.0,1.0,30000.0,168,60.0,1.0,3.0,3.0,1.0,60.0,1.0,60.0,40000.0,6.0,9.0,5.0,2.0,80.0,2.0,80.0,5.0,4.0,80.0,5.0,2,9.0,1.0,1941.0,4.0,4.0,3,2.0,2.0,5.0,2.0,4.0,2.0,1.0
2,5,4.0,5,125,3.0,5.877703604806409,50000.0,75.0,2.0,2.0,60000.0,50.0,30,5.0,3.0,4.0,25.0,30.0,3.0,40000.0,175,30.0,1.0,3.0,3.0,3.0,50.0,1.0,50.0,20000.0,3.0,11.0,5.0,1.0,30.0,2.0,30.0,5.0,4.0,30.0,4.0,1,9.0,1.0,1948.0,3.0,3.0,3,3.0,2.0,5.0,1.0,5.0,1.0,1.0
4,4,4.0,4,140,2.0,6.0,30000.0,120.0,1.0,3.0,30000.0,90.0,70,1.0,5.0,4.0,80.0,70.0,5.0,30000.0,174,80.0,1.0,4.0,4.0,2.0,80.0,1.0,90.0,0.0,2.0,3.0,4.0,2.0,80.0,2.0,90.0,3.0,4.0,80.0,4.0,1,1.0,1.0,1914.0,4.0,5.0,3,4.0,4.0,3.0,2.0,3.0,1.0,1.0
3,4,3.0,3,160,2.0,3.0,50000.0,80.0,3.0,3.0,96000.0,60.0,50,5.0,2.0,4.0,60.0,60.0,5.0,40000.0,168,60.0,1.0,2.0,1.0,5.0,60.0,2.0,60.0,40000.0,2.0,6.0,4.0,1.0,60.0,3.0,60.0,2.0,3.0,60.0,3.0,2,6.0,1.0,1944.0,4.0,5.0,4,2.0,2.0,4.0,4.0,3.0,1.0,1.0
2,5,4.0,5,140,2.0,5.0,20000.0,90.0,2.0,2.0,40000.0,70.0,30,3.0,2.0,3.0,80.0,70.0,5.0,40000.0,176,80.0,1.0,2.0,1.0,1.0,80.0,3.0,70.0,31069.0,4.0,6.0,4.0,11.0,80.0,3.0,70.0,4.0,4.0,70.0,4.0,1,5.0,1.0,1925.0,4.0,4.0,7,1.0,4.0,4.0,9.0,3.0,4.0,1.0
3,4,3.0,1,120,2.0,2.0,268194.0,300.0,3.0,2.0,10000.0,70.0,50,1.0,5.0,5.0,70.0,80.0,5.0,6000.0,156,80.0,1.0,3.0,1.0,5.0,80.0,2.0,70.0,4000.0,1.0,6.0,5.0,2.0,70.0,2.0,80.0,1.0,4.0,80.0,5.0,1,4.0,1.0,1944.0,4.0,3.0,3,4.0,3.0,4.0,2.0,4.0,2.0,1.0
2,4,4.0,5,135,2.0,7.0,70000.0,45.0,3.0,2.0,40000.0,60.0,50,3.0,3.0,4.0,60.0,60.0,4.0,40000.0,160,60.0,0.0,2.0,1.0,2.0,60.0,2.0,60.0,0.0,1.0,4.0,4.0,2.0,60.0,2.0,60.0,3.0,3.0,60.0,3.0,1,4.0,2.0,1931.0,4.0,3.0,3,3.0,3.0,4.0,2.0,3.0,3.0,1.0
4,5,4.0,6,120,3.0,7.0,268194.0,64.0,2.0,2.0,100000.0,70.0,40,7.0,4.0,5.0,70.0,60.0,3.0,50000.0,159,80.0,0.0,4.0,1.0,4.0,75.0,2.0,75.0,500000.0,5.0,6.0,5.0,2.0,75.0,2.0,75.0,4.0,3.0,80.0,4.0,2,4.0,1.0,1944.0,3.0,2.0,3,4.0,4.0,4.0,2.0,4.0,3.0,1.0
3,5,3.0,7,150,3.0,7.0,100000.0,220.0,2.0,2.0,20000.0,70.0,60,2.0,5.0,4.0,75.0,60.0,5.0,10000.0,161,80.0,3.0,4.0,1.0,1.0,80.0,2.0,80.0,10000.0,4.0,1.0,3.0,2.0,80.0,2.0,80.0,7.0,4.0,70.0,5.0,2,1.0,3.0,1944.0,2.0,2.0,3,3.0,3.0,5.0,2.0,4.0,3.0,1.0
4,4,4.0,4,113,3.0,4.0,100000.0,150.0,2.0,1.0,50000.0,80.0,50,1.0,4.0,4.0,90.0,90.0,5.0,30000.0,162,90.0,2.0,4.0,2.0,5.0,90.0,1.0,80.0,15000.0,3.0,3.0,4.0,2.0,90.0,2.0,90.0,3.0,4.0,80.0,4.0,1,3.0,1.0,1932.0,4.0,1.0,3,4.0,3.0,5.0,2.0,3.0,2.0,1.0
5,4,2.0,6,128,2.0,8.0,30000.0,130.0,2.0,2.0,30000.0,80.0,40,6.0,5.0,3.0,80.0,80.0,5.0,30000.0,167,80.0,1.0,2.0,1.0,5.0,60.0,2.0,90.0,31069.0,4.0,1.0,2.0,16.0,0.0,3.0,50.0,1.0,1.0,80.0,1.0,1,5.0,4.0,1948.0,5.0,7.0,1,2.0,5.0,4.0,2.0,1.0,1.0,1.0
5,4,3.0,10,90,4.0,10.877703604806408,268194.0,80.0,2.0,1.0,4750.0,100.0,70,2.0,5.0,3.0,100.0,100.0,5.0,4850.0,150,69.0,0.0,4.0,1.0,5.0,75.0,1.0,100.0,31069.0,3.0,1.0,1.0,1.0,100.0,1.0,69.0,4.0,4.0,100.0,4.0,1,5.0,5.0,1944.0,4.0,2.0,1,4.0,4.0,4.0,1.0,4.0,3.0,8.0
3,4,4.0,4,120,3.0,5.0,60000.0,120.0,2.0,4.0,70000.0,70.0,30,3.0,3.0,5.0,80.0,70.0,5.0,30000.0,160,80.0,1.0,3.0,1.0,5.0,80.0,2.0,60.0,40000.0,3.0,3.0,4.0,2.0,70.0,2.0,80.0,3.0,5.0,60.0,5.0,2,4.0,2.0,1944.0,4.0,5.0,3,3.0,4.0,5.0,2.0,4.0,3.0,1.0
2,4,3.0,5,120,3.0,5.0,100000.0,51.0,2.0,2.0,94000.0,60.0,50,7.0,2.0,4.0,80.0,60.0,1.0,24000.0,156,80.0,1.0,5.0,4.0,1.0,80.0,2.0,60.0,60000.0,6.0,6.0,5.0,1.0,80.0,2.0,70.0,4.0,2.0,80.0,2.0,2,6.0,1.0,1929.0,4.0,7.0,3,5.0,2.0,3.0,1.0,3.0,2.0,1.0
4,3,4.0,5,100,2.0,5.0,268194.0,70.0,2.0,1.0,74276.0,89.0,80,2.0,3.0,3.0,70.0,70.0,3.0,35405.0,166,70.0,1.0,3.0,2.0,2.0,70.0,2.0,80.0,31069.0,3.0,3.0,4.0,4.0,80.0,2.0,80.0,5.0,4.0,70.0,4.0,2,5.0,1.0,1944.0,2.0,3.0,7,3.0,3.0,5.0,4.0,4.0,3.0,1.0
1,2,3.0,1,112,2.0,3.0,35000.0,40.0,3.0,2.0,0.0,30.0,50,4.0,3.0,4.0,50.0,50.0,3.0,0.0,152,40.0,1.0,4.0,3.0,2.0,70.0,3.0,80.0,0.0,1.0,3.0,3.0,3.0,60.0,2.0,60.0,2.0,3.0,50.0,1.0,2,3.0,2.0,1915.0,3.0,7.0,3,3.0,2.0,4.0,2.0,1.0,1.0,1.0
4,4,4.0,5,110,2.0,6.0,100000.0,30.0,2.0,1.0,74276.0,100.0,20,3.0,4.0,2.0,100.0,100.0,2.0,100000.0,175,100.0,1.0,4.0,2.0,2.0,100.0,2.0,100.0,31069.0,5.0,7.0,2.0,1.0,100.0,2.0,100.0,3.0,4.0,100.0,4.0,1,5.0,2.0,1969.0,4.0,2.0,1,3.0,4.0,4.0,1.0,4.0,4.0,1.0
2,2,2.0,2,120,2.0,3.0,6000.0,120.0,2.0,3.0,10000.0,100.0,60,4.0,5.0,4.0,100.0,100.0,5.0,2000.0,160,100.0,1.0,3.0,1.0,5.0,100.0,1.0,100.0,0.0,1.0,3.0,4.0,16.0,100.0,3.0,100.0,1.0,2.0,100.0,4.0,1,1.0,1.0,1944.0,4.0,2.0,3,3.0,4.0,4.0,2.0,4.0,1.0,1.0
3,5,5.0,9,55,4.0,8.0,2000.0,80.0,2.0,2.0,24000.0,85.0,60,2.0,3.0,3.0,90.0,90.0,1.0,12000.0,165,80.0,1.0,1.0,2.0,2.0,80.0,2.0,80.0,12000.0,9.0,1.0,5.0,3.0,70.0,1.0,60.0,8.0,5.0,80.0,4.0,2,4.0,1.0,1944.0,2.0,2.0,3,2.0,3.0,4.0,4.0,5.0,1.0,1.0
3,3,4.0,3,130,2.0,3.0,35000.0,57.0,2.0,3.0,30000.0,40.0,60,4.0,3.0,3.0,30.0,30.0,5.0,20000.0,172,40.0,1.0,3.0,5.0,2.0,30.0,2.0,30.0,7000.0,5.0,4.0,5.0,1.0,50.0,2.0,50.0,4.0,3.0,40.0,4.0,1,6.0,1.0,1924.0,4.0,2.0,3,3.0,2.0,4.0,15.0,3.0,2.0,1.0
2,4,4.0,5,120,3.0,5.877703604806409,268194.0,50.0,2.0,2.0,74276.0,50.0,50,6.0,3.0,4.0,45.0,40.0,1.0,35405.0,165,45.0,0.0,5.0,1.0,1.0,60.0,2.0,50.0,31069.0,8.0,6.0,5.0,1.0,50.0,2.0,50.0,6.0,4.0,45.0,5.0,1,6.0,1.0,1944.0,4.0,5.0,3,2.0,3.0,5.0,1.0,5.0,3.0,1.0
2,4,4.0,5,148,3.0,8.0,10000.0,30.0,2.0,3.0,70000.0,45.0,20,3.0,4.0,4.0,50.0,40.0,1.0,70000.0,178,50.0,0.0,4.0,1.0,4.0,70.0,1.0,50.0,0.0,4.0,4.0,1.0,2.0,70.0,2.0,60.0,2.0,3.0,60.0,3.0,2,3.0,4.0,1962.0,4.0,5.0,3,3.0,2.0,4.0,2.0,3.0,1.0,4.0
4,3,4.0,2,90,2.0,5.0,60000.0,90.0,2.0,3.0,100000.0,50.0,30,4.0,3.0,4.0,60.0,50.0,1.0,50000.0,157,50.0,1.0,4.0,1.0,4.0,70.0,1.0,60.0,40000.0,2.0,9.0,5.0,9.0,50.0,3.0,60.0,1.0,2.0,40.0,3.0,2,4.0,2.0,1954.0,1.0,3.0,3,4.0,3.0,3.0,2.0,3.0,2.0,1.0
